time,node,metric,unit,n,min,mean,p95,max
2026-09-03T04:23:00Z,gpu-nodes-3,gpu_hbm_used,GiB,88,0.717468,0.718781,0.721008,0.721008
2026-09-03T04:23:00Z,gpu-nodes-3,gpu_power,W,88,192.825,195.745,200.655,202.485
2026-09-03T04:23:00Z,gpu-nodes-3,gpu_utilization,%,88,0,0,0.0,0
2026-09-03T04:23:00Z,gpu-nodes-3,host_cpu_busy,%,10,0.715508,0.875771,1.07087,1.10397
2026-09-03T04:23:00Z,gpu-nodes-3,host_memory_available,GiB,11,2963.13,2963.32,2963.62,2963.62
2026-09-03T04:23:00Z,gpu-nodes-3,ib_rail_rx,GB/s,80,0.0,1.08087e-08,0.0,8.64699e-07
2026-09-03T04:23:00Z,gpu-nodes-3,ib_rail_tx,GB/s,80,0.0,1.08087e-08,0.0,8.64699e-07
2026-09-03T04:23:00Z,gpu-nodes-3,lustre_client_read,GB/s,18,0.0,0.0339517,0.229417,0.402509
2026-09-03T04:23:00Z,gpu-nodes-3,lustre_client_write,GB/s,18,3.75717e-05,0.000360393,0.000627414,0.00160494
2026-09-03T04:23:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,80,0.0,0.0,0.0,0.0
2026-09-03T04:23:00Z,gpu-nodes-3,shared_storage_available,TiB,11,0.422444,0.422452,0.422459,0.42246
2026-09-03T04:24:00Z,gpu-nodes-0,lustre_client_read,GB/s,5,0.00281233,0.0591933,0.173785,0.20482
2026-09-03T04:24:00Z,gpu-nodes-0,lustre_client_write,GB/s,5,0.000424456,0.000498436,0.000719058,0.000792554
2026-09-03T04:24:00Z,gpu-nodes-1,host_cpu_busy,%,2,0.872968,2.23053,3.45233,3.58809
2026-09-03T04:24:00Z,gpu-nodes-1,host_memory_available,GiB,2,2962.25,2963.18,2964.02,2964.12
2026-09-03T04:24:00Z,gpu-nodes-1,ib_rail_rx,GB/s,8,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-1,ib_rail_tx,GB/s,8,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-1,lustre_client_read,GB/s,5,8.52791e-05,0.0569468,0.138403,0.153062
2026-09-03T04:24:00Z,gpu-nodes-1,lustre_client_write,GB/s,5,5.74082e-05,0.000424869,0.00071892,0.000792426
2026-09-03T04:24:00Z,gpu-nodes-1,shared_storage_available,TiB,2,0.422441,0.422442,0.422442,0.422442
2026-09-03T04:24:00Z,gpu-nodes-2,gpu_hbm_used,GiB,16,0.721008,0.721008,0.721008,0.721008
2026-09-03T04:24:00Z,gpu-nodes-2,gpu_power,W,16,187.338,191.871,197.527,199.456
2026-09-03T04:24:00Z,gpu-nodes-2,gpu_utilization,%,16,0,0,0.0,0
2026-09-03T04:24:00Z,gpu-nodes-2,host_cpu_busy,%,2,2.81207,2.90907,2.99637,3.00607
2026-09-03T04:24:00Z,gpu-nodes-2,host_memory_available,GiB,2,2968.53,2968.77,2968.99,2969.02
2026-09-03T04:24:00Z,gpu-nodes-2,ib_rail_rx,GB/s,16,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-2,ib_rail_tx,GB/s,16,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-2,lustre_client_read,GB/s,5,8.52776e-05,0.0572283,0.157482,0.186312
2026-09-03T04:24:00Z,gpu-nodes-2,lustre_client_write,GB/s,5,3.22342e-05,0.000324069,0.000688885,0.000761846
2026-09-03T04:24:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,16,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-2,shared_storage_available,TiB,3,0.422438,0.422441,0.422443,0.422443
2026-09-03T04:24:00Z,gpu-nodes-3,gpu_hbm_used,GiB,32,0.721008,0.721008,0.721008,0.721008
2026-09-03T04:24:00Z,gpu-nodes-3,gpu_power,W,32,192.956,195.292,198.428,198.447
2026-09-03T04:24:00Z,gpu-nodes-3,gpu_utilization,%,32,0,0,0.0,0
2026-09-03T04:24:00Z,gpu-nodes-3,host_cpu_busy,%,4,1.52351,2.90583,3.47721,3.50652
2026-09-03T04:24:00Z,gpu-nodes-3,host_memory_available,GiB,4,2960.54,2960.99,2961.63,2961.74
2026-09-03T04:24:00Z,gpu-nodes-3,ib_rail_rx,GB/s,32,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-3,ib_rail_tx,GB/s,32,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-3,lustre_client_read,GB/s,5,3.60631e-06,0.0572055,0.139981,0.154575
2026-09-03T04:24:00Z,gpu-nodes-3,lustre_client_write,GB/s,5,4.04253e-05,0.000407756,0.000701626,0.000775091
2026-09-03T04:24:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,32,0.0,0.0,0.0,0.0
2026-09-03T04:24:00Z,gpu-nodes-3,shared_storage_available,TiB,4,0.422438,0.42244,0.422443,0.422444
